,participantID,trialNum,stage,stageName,trueCondition,requestedTests,likelihoodChange,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,numOfDifferentials,confidence,correctDiagnosis,perceivedDifficulty,highestSeverity,hasHighSeverity,highestLikelihood,likelihoods,severities,sevOfHighestLikelihood,competingDifferentials,hasCompetingDifferentials,treatmentPlan,infoSeekingTime,remoteDifferentials,nonRemoteDifferentials,correct,brierConfidence,differentialAccuracy,correctDiagnosisIdx,likelihoodOfCorrectDiagnosis,sevOfCorrectDiagnosis,highestLikelihoodCorrect,highestLikelihoodCorrectValue
821,jvg4r6,4,2,Physical Exmination,MILIARY TB,3,0,3,0,3,13,0.230769231,"Measure Blood Pressure, Measure Temperature, Auscultate Lungs",3,74,FALSE,5,3,TRUE,8,"7, 8, 8","3, 2, 2",2,3,TRUE,Not Provided,1.190033333,0,3,0,0.5476,-0.333333333,0,0,0,0,0
822,jvg4r6,4,3,Testing,MILIARY TB,5,0,5,0,5,10,0.5,"Abdominal CT Scan, Chest XRay, Other Biochemistry Tests, ECG, FBC",3,61,FALSE,5,3,TRUE,8,"7, 8, 8","3, 2, 2",2,3,TRUE,"blood culture
Pleural aspirate
contact med reg to ask for review
Contac Haem, for a review
SEPSIS 6?",1.46615,0,3,0,0.3721,-0.333333333,0,0,0,0,0
823,jvg4r6,5,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,5,0,5,6,0.833333333,"Present Illness History, Family History, Allergies, Past Medical History, Medication",1,63,FALSE,4,3,TRUE,8,8,3,3,1,FALSE,Not Provided,0.864683333,0,1,1,0.1369,1,1,8,4,1,8
824,jvg4r6,5,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,13,0.307692308,"Assess Eyes, Neurologic Exam Record, Assess Head, Measure Blood Pressure",1,56,FALSE,4,3,TRUE,8,8,3,3,1,FALSE,Not Provided,0.479666667,0,1,1,0.1936,1,1,8,4,1,8
825,jvg4r6,5,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,10,0.4,"FBC, UREA and Electrolytes, Chest XRay, Abdominal CT Scan",1,88,FALSE,4,3,TRUE,8,8,3,3,1,FALSE,"Head CT urgernt

If no ICP, lumbar puncture

Contact neuro
Contact med reg

start neuro obs",0.552166667,0,1,1,0.0144,1,1,8,4,1,8
826,jvg4r6,6,1,Patient History,ULCERATIVE COLITIS,1,0,1,0,1,6,0.166666667,Past Medical History,1,84,FALSE,2,3,TRUE,9,9,3,3,1,FALSE,Not Provided,0.273283333,0,1,1,0.0256,1,1,9,4,1,9
827,jvg4r6,6,2,Physical Exmination,ULCERATIVE COLITIS,4,0,4,0,4,13,0.307692308,"Rectal Examination, Abdomen Examination, Measure Blood Pressure, Take Pulse",1,68,FALSE,2,3,TRUE,9,9,3,3,1,FALSE,Not Provided,2.329566667,0,1,1,0.1024,1,1,9,4,1,9
828,jvg4r6,6,3,Testing,ULCERATIVE COLITIS,3,0,3,0,3,10,0.3,"FBC, Abdominal CT Scan, Chest XRay",1,63,FALSE,2,3,TRUE,9,9,3,3,1,FALSE,"Group and save
Crossmatch
give blood transfusion
contact gen surg reg 
give abx
monitor
fluids
NBM",1.20885,0,1,1,0.1369,1,1,9,4,1,9
829,k9qylx,1,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Past Medical History, Medication, Present Illness History, Family History, Allergies, Social History",2,18,FALSE,6,3,TRUE,8,"8, 8","3, 3",3,2,FALSE,Not Provided,0.735266667,0,2,0,0.0324,-0.5,0,0,0,0,0
830,k9qylx,1,2,Physical Exmination,GUILLAINBARRE SYNDROME,13,0,13,0,13,13,1,"Take Pulse, Measure Temperature, Assess Head, Auscultate the Heart, Measure Blood Pressure, Rectal Examination, Auscultate Lungs, Abdomen Examination, Assess Eyes, Assess Respiratory Rate, Assess Extremities, Neurologic Exam Record, Neck/Throat Examination",2,38,FALSE,6,3,TRUE,9,"9, 8","3, 3",3,2,FALSE,Not Provided,1.272916667,0,2,0,0.1444,-0.5,0,0,0,0,0
831,k9qylx,1,3,Testing,GUILLAINBARRE SYNDROME,6,0,6,0,6,10,0.6,"Other Biochemistry Tests, CRP and ESR, Clotting Test, FBC, ECG, UREA and Electrolytes",2,39,FALSE,6,3,TRUE,9,"9, 8","3, 3",3,2,FALSE,Not Provided,1.171283333,0,2,0,0.1521,-0.5,0,0,0,0,0
832,k9qylx,2,1,Patient History,AORTIC DISSECTION,6,0,6,0,6,6,1,"Allergies, Social History, Medication, Present Illness History, Past Medical History, Family History",2,40,FALSE,3,2,FALSE,8,"8, 6","2, 2",2,2,FALSE,Not Provided,1.19255,0,2,1,0.36,0.5,1,6,3,0,0
833,k9qylx,2,2,Physical Exmination,AORTIC DISSECTION,13,0,13,0,13,13,1,"Auscultate the Heart, Measure Temperature, Neck/Throat Examination, Neurologic Exam Record, Assess Head, Measure Blood Pressure, Rectal Examination, Assess Eyes, Assess Extremities, Abdomen Examination, Auscultate Lungs, Assess Respiratory Rate, Take Pulse",2,75,FALSE,3,2,FALSE,8,"8, 6","2, 2",2,2,FALSE,"start the sepsis 6 pathway
monito urine output
take blood cultures
give fluids
take vitals 
start antibiotics
escalate to senior for review",1.1931,0,2,1,0.0625,0.5,1,6,3,0,0
834,k9qylx,2,3,Testing,AORTIC DISSECTION,0,0,0,0,0,10,0,,2,79,FALSE,3,2,FALSE,8,"8, 6","2, 2",2,2,FALSE,"sepsis 6 pathway and escalate to senior
",0.150666667,0,2,1,0.0441,0.5,1,6,3,0,0
835,k9qylx,3,1,Patient History,TEMPORAL ARTERITIS,6,0,6,0,6,6,1,"Allergies, Medication, Social History, Past Medical History, Present Illness History, Family History",2,36,FALSE,6,1,FALSE,7,"7, 7","1, 1",1,2,FALSE,Not Provided,1.129616667,0,2,0,0.1296,-0.5,0,0,0,1,7
836,k9qylx,3,2,Physical Exmination,TEMPORAL ARTERITIS,13,0,13,0,13,13,1,"Auscultate Lungs, Neurologic Exam Record, Take Pulse, Assess Head, Measure Temperature, Auscultate the Heart, Assess Extremities, Measure Blood Pressure, Assess Eyes, Rectal Examination, Neck/Throat Examination, Assess Respiratory Rate, Abdomen Examination",3,31,TRUE,6,3,TRUE,8,"7, 7, 8","1, 1, 3",3,3,TRUE,Not Provided,1.465616667,0,3,1,0.4761,0.333333333,1,8,4,1,8
837,k9qylx,3,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"CRP and ESR, Other Biochemistry Tests",4,83,TRUE,6,3,TRUE,9,"7, 7, 8, 9","1, 1, 3, 2",2,4,TRUE,"start him on high dose steroids
also review by senior ",0.60435,0,4,1,0.0289,0.25,1,8,4,1,9
838,k9qylx,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Social History, Family History, Present Illness History, Allergies, Past Medical History, Medication",1,38,FALSE,3,3,TRUE,9,9,3,3,1,FALSE,Not Provided,0.7809,0,1,0,0.1444,-1,0,0,0,0,0
839,k9qylx,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,14,0,13,0,13,13,1,"Assess Eyes, Rectal Examination, Neurologic Exam Record, Assess Head, Measure Blood Pressure, Abdomen Examination, Neck/Throat Examination, Assess Extremities, Measure Temperature, Take Pulse, Assess Respiratory Rate, Auscultate Lungs, Auscultate the Heart",2,55,FALSE,3,3,TRUE,10,"9, 10","3, 3",3,2,FALSE,"escalate to senior
carry out sepsis 6 pathway
send for CT scan ",1.251616667,0,2,0,0.3025,-0.5,0,0,0,0,0
840,k9qylx,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,1,0,1,0,1,10,0.1,CRP and ESR,2,50,FALSE,3,3,TRUE,10,"9, 10","3, 3",3,2,FALSE,Not Provided,0.3042,0,2,0,0.25,-0.5,0,0,0,0,0
841,k9qylx,5,1,Patient History,MILIARY TB,6,0,6,0,6,6,1,"Present Illness History, Allergies, Family History, Medication, Social History, Past Medical History",1,68,FALSE,5,3,TRUE,8,8,3,3,1,FALSE,"escalate to senior
review by oncology",3.927766667,0,1,0,0.4624,-1,0,0,0,0,0
842,k9qylx,5,2,Physical Exmination,MILIARY TB,13,0,13,0,13,13,1,"Assess Respiratory Rate, Take Pulse, Rectal Examination, Measure Temperature, Measure Blood Pressure, Assess Extremities, Abdomen Examination, Auscultate the Heart, Assess Eyes, Assess Head, Auscultate Lungs, Neurologic Exam Record, Neck/Throat Examination",3,40,FALSE,5,3,TRUE,9,"8, 6, 9","3, 3, 2",2,3,TRUE,Not Provided,1.0903,0,3,0,0.16,-0.333333333,0,0,0,0,0
843,k9qylx,5,3,Testing,MILIARY TB,3,0,3,0,3,10,0.3,"FBC, Abdominal CT Scan, CRP and ESR",3,34,FALSE,5,3,TRUE,9,"8, 6, 9","3, 3, 2",2,3,TRUE,Not Provided,0.647383333,0,3,0,0.1156,-0.333333333,0,0,0,0,0
844,k9qylx,6,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Allergies, Present Illness History, Family History, Medication, Past Medical History, Social History",1,64,FALSE,4,3,TRUE,9,9,3,3,1,FALSE,Not Provided,0.873816667,0,1,1,0.1296,1,1,9,4,1,9
845,k9qylx,6,2,Physical Exmination,ULCERATIVE COLITIS,11,0,11,0,11,13,0.846153846,"Auscultate the Heart, Neurologic Exam Record, Measure Blood Pressure, Assess Extremities, Take Pulse, Assess Eyes, Abdomen Examination, Measure Temperature, Assess Respiratory Rate, Assess Head, Rectal Examination",1,93,FALSE,4,3,TRUE,9,9,3,3,1,FALSE,Not Provided,1.0585,0,1,1,0.0049,1,1,9,4,1,9
846,k9qylx,6,3,Testing,ULCERATIVE COLITIS,0,0,0,0,0,10,0,,1,79,FALSE,4,3,TRUE,9,9,3,3,1,FALSE,"escalate to senior
start on high dose steroids",0.041633333,0,1,1,0.0441,1,1,9,4,1,9
847,kcrvbj,1,1,Patient History,AORTIC DISSECTION,2,0,2,0,2,6,0.333333333,"Past Medical History, Present Illness History",1,65,FALSE,5,2,FALSE,5,5,2,2,1,FALSE,Not Provided,0.9275,0,1,0,0.4225,-1,0,0,0,0,0
848,kcrvbj,1,2,Physical Exmination,AORTIC DISSECTION,6,0,6,0,6,13,0.461538462,"Auscultate Lungs, Measure Temperature, Neurologic Exam Record, Assess Eyes, NeckThroat Examination, Measure Blood Pressure",2,40,FALSE,5,2,FALSE,7,"5, 7","2, 2",2,2,FALSE,Not Provided,1.16915,0,2,0,0.16,-0.5,0,0,0,0,0
849,kcrvbj,1,3,Testing,AORTIC DISSECTION,4,0,4,0,4,10,0.4,"Chest XRay, UREA and Electrolytes, CRP and ESR, ECG",3,62,FALSE,5,2,FALSE,7,"5, 7, 5","2, 2, 2",2,3,TRUE,Not Provided,0.73745,0,3,0,0.3844,-0.333333333,0,0,0,0,0
850,kcrvbj,2,1,Patient History,TEMPORAL ARTERITIS,0,0,0,0,0,6,0,,1,71,FALSE,3,3,TRUE,7,7,3,3,1,FALSE,Not Provided,0.085616667,0,1,1,0.0841,1,1,7,4,1,7
851,kcrvbj,2,2,Physical Exmination,TEMPORAL ARTERITIS,12,0,11,6,5,13,0.384615385,"Present Illness History, Social History, Past Medical History, Family History, Medication, Allergies, Auscultate Lungs, Measure Temperature, Assess Respiratory Rate, Auscultate the Heart, Take Pulse",2,61,FALSE,3,3,TRUE,7,"7, 5","3, 1",3,2,FALSE,Not Provided,1.897283333,0,2,1,0.1521,0.5,1,7,4,1,7
852,kcrvbj,2,3,Testing,TEMPORAL ARTERITIS,3,0,3,0,3,10,0.3,"CRP and ESR, FBC, UREA and Electrolytes",2,55,FALSE,3,3,TRUE,7,"7, 5","3, 1",3,2,FALSE,Not Provided,0.733983333,0,2,1,0.2025,0.5,1,7,4,1,7
853,kcrvbj,3,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Social History, Allergies, Medication, Family History",1,62,FALSE,5,2,FALSE,6,6,2,2,1,FALSE,Not Provided,0.64665,0,1,0,0.3844,-1,0,0,0,0,0
854,kcrvbj,3,2,Physical Exmination,ULCERATIVE COLITIS,5,0,5,0,5,13,0.384615385,"Assess Respiratory Rate, Auscultate Lungs, Assess Extremities, Rectal Examination, Abdomen Examination",2,62,TRUE,5,2,FALSE,8,"6, 8","2, 2",2,2,FALSE,Not Provided,2.721316667,0,2,1,0.1444,0.5,1,8,3,1,8
855,kcrvbj,3,3,Testing,ULCERATIVE COLITIS,3,0,3,0,3,10,0.3,"Abdominal CT Scan, FBC, CRP and ESR",2,63,TRUE,5,2,FALSE,8,"6, 8","2, 2",2,2,FALSE,Not Provided,0.5878,0,2,1,0.1369,0.5,1,8,3,1,8
856,kcrvbj,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,6,0.666666667,"Present Illness History, Medication, Past Medical History, Social History",1,68,FALSE,6,2,FALSE,7,7,2,2,1,FALSE,Not Provided,1.610933333,0,1,0,0.4624,-1,0,0,0,0,0
857,kcrvbj,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,9,0,8,0,8,13,0.615384615,"Measure Blood Pressure, Neurologic Exam Record, Measure Temperature, Rectal Examination, Assess Head, Assess Extremities, Assess Respiratory Rate, Take Pulse",2,66,FALSE,6,3,TRUE,7,"7, 4","2, 3",2,1,FALSE,Not Provided,2.351866667,0,2,0,0.4356,-0.5,0,0,0,0,0
858,kcrvbj,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,10,0.4,"CRP and ESR, ECG, Venous Blood Gas, FBC",3,60,TRUE,6,3,TRUE,7,"7, 4, 7","2, 3, 2",2,2,FALSE,Not Provided,1.1338,0,3,1,0.16,0.333333333,1,7,3,1,7
859,kcrvbj,5,1,Patient History,MILIARY TB,4,0,4,0,4,6,0.666666667,"Present Illness History, Past Medical History, Medication, Family History",1,63,FALSE,4,3,TRUE,5,5,3,3,1,FALSE,Not Provided,0.880633333,0,1,0,0.3969,-1,0,0,0,0,0
860,kcrvbj,5,2,Physical Exmination,MILIARY TB,7,0,7,0,7,13,0.538461538,"Measure Temperature, Rectal Examination, NeckThroat Examination, Assess Head, Assess Eyes, Assess Extremities, Neurologic Exam Record",2,60,FALSE,4,3,TRUE,6,"5, 6","3, 1",1,2,FALSE,Not Provided,1.440733333,0,2,0,0.36,-0.5,0,0,0,0,0
861,kcrvbj,5,3,Testing,MILIARY TB,3,0,3,0,3,10,0.3,"Clotting Test, FBC, Venous Blood Gas",3,60,FALSE,4,3,TRUE,8,"5, 6, 8","3, 1, 2",2,3,TRUE,Not Provided,0.608333333,0,3,0,0.36,-0.333333333,0,0,0,0,0
862,kcrvbj,6,1,Patient History,GUILLAINBARRE SYNDROME,5,0,4,0,4,6,0.666666667,"Present Illness History, Past Medical History, Social History, Family History",1,60,FALSE,6,1,FALSE,6,6,1,1,1,FALSE,Not Provided,0.383933333,0,1,0,0.36,-1,0,0,0,0,0
863,kcrvbj,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,2,0,2,0,2,13,0.153846154,"Assess Extremities, Neurologic Exam Record",2,42,FALSE,6,1,FALSE,8,"6, 8","1, 1",1,2,FALSE,Not Provided,0.26135,0,2,1,0.3364,0.5,1,8,2,1,8
864,kcrvbj,6,3,Testing,GUILLAINBARRE SYNDROME,3,0,3,0,3,10,0.3,"CRP and ESR, Other Biochemistry Tests, UREA and Electrolytes",3,45,FALSE,6,2,FALSE,8,"6, 8, 7","1, 1, 2",1,3,TRUE,Not Provided,0.488216667,0,3,1,0.3025,0.333333333,1,8,2,1,8
865,khr382,1,1,Patient History,MILIARY TB,6,0,6,0,6,6,1,"Present Illness History, Medication, Family History, Past Medical History, Social History, Allergies",2,54,FALSE,4,2,FALSE,8,"5, 8","1, 2",2,2,FALSE,Not Provided,0.644716667,0,2,1,0.2116,0.5,1,5,2,0,0
866,khr382,1,2,Physical Exmination,MILIARY TB,7,0,7,0,7,13,0.538461538,"Rectal Examination, Measure Temperature, Assess Respiratory Rate, Auscultate Lungs, Assess Extremities, Auscultate the Heart, NeckThroat Examination",2,68,FALSE,4,2,FALSE,9,"5, 9","1, 2",2,2,FALSE,Not Provided,0.650816667,0,2,1,0.1024,0.5,1,5,2,0,0
867,khr382,1,3,Testing,MILIARY TB,4,0,4,0,4,10,0.4,"Chest XRay, UREA and Electrolytes, Venous Blood Gas, FBC",4,60,FALSE,4,2,FALSE,9,"5, 9, 9, 7","1, 2, 2, 2",2,4,TRUE,Not Provided,0.857,0,4,1,0.16,0.25,1,5,2,0,0
868,khr382,2,1,Patient History,AORTIC DISSECTION,6,0,6,0,6,6,1,"Allergies, Medication, Past Medical History, Family History, Social History, Present Illness History",3,62,FALSE,3,2,FALSE,8,"8, 8, 3","2, 2, 1",2,2,FALSE,Not Provided,0.789766667,0,3,1,0.1444,0.333333333,1,3,2,0,0
869,khr382,2,2,Physical Exmination,AORTIC DISSECTION,3,0,3,0,3,13,0.230769231,"NeckThroat Examination, Auscultate the Heart, Auscultate Lungs",3,79,FALSE,3,2,FALSE,9,"9, 9, 3","2, 2, 1",2,2,FALSE,Not Provided,0.406683333,0,3,1,0.0441,0.333333333,1,3,2,0,0
870,khr382,2,3,Testing,AORTIC DISSECTION,1,0,1,0,1,10,0.1,Chest XRay,3,82,FALSE,3,2,FALSE,10,"10, 10, 3","2, 2, 1",2,2,FALSE,"IV Furosemide
Correct hyponatraemia with 0.9% NaCl
Oxygen and sit upright
Cardiologist review",0.2756,0,3,1,0.0324,0.333333333,1,3,2,0,0
871,khr382,3,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Social History, Past Medical History, Allergies, Family History, Present Illness History, Medication",3,62,TRUE,3,2,FALSE,9,"9, 8, 6","2, 2, 2",2,3,TRUE,Not Provided,0.575716667,0,3,1,0.1444,0.333333333,1,8,3,1,9
872,khr382,3,2,Physical Exmination,ULCERATIVE COLITIS,3,0,3,0,3,13,0.230769231,"Measure Blood Pressure, Rectal Examination, Abdomen Examination",3,95,TRUE,3,2,FALSE,10,"10, 8, 6","2, 2, 2",2,3,TRUE,Not Provided,0.406283333,0,3,1,0.0025,0.333333333,1,8,3,1,10
873,khr382,3,3,Testing,ULCERATIVE COLITIS,1,0,1,0,1,10,0.1,Abdominal CT Scan,3,100,TRUE,3,2,FALSE,10,"10, 8, 6","2, 2, 2",2,3,TRUE,"Gastro review
Fluid resuscitation
?Blood products
Nil by mouth",0.191416667,0,3,1,0,0.333333333,1,8,3,1,10
874,khr382,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Medication, Social History, Present Illness History, Past Medical History, Allergies, Family History",3,61,FALSE,5,3,TRUE,8,"5, 8, 7","3, 3, 2",3,3,TRUE,Not Provided,0.544966667,0,3,0,0.3721,-0.333333333,0,0,0,0,0
875,khr382,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,3,0,3,0,3,13,0.230769231,"Neurologic Exam Record, Assess Head, Measure Blood Pressure",3,67,FALSE,5,3,TRUE,9,"6, 9, 7","3, 3, 2",3,3,TRUE,Not Provided,0.386683333,0,3,0,0.4489,-0.333333333,0,0,0,0,0
876,khr382,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,1,0,1,0,1,10,0.1,Other Biochemistry Tests,3,70,FALSE,5,3,TRUE,9,"6, 9, 7","3, 3, 2",3,3,TRUE,"Urgent CT head
300mg aspirin
neuro review
BP optimisation ",0.269583333,0,3,0,0.49,-0.333333333,0,0,0,0,0
877,khr382,5,1,Patient History,GUILLAINBARRE SYNDROME,7,0,6,0,6,6,1,"Allergies, Present Illness History, Past Medical History, Social History, Family History, Medication",5,63,FALSE,5,3,TRUE,8,"6, 8, 6, 6, 8","3, 2, 3, 3, 3",2,5,TRUE,Not Provided,0.596916667,0,5,1,0.1369,0.2,1,6,4,0,0
878,khr382,5,2,Physical Exmination,GUILLAINBARRE SYNDROME,4,0,4,0,4,13,0.307692308,"Measure Blood Pressure, Assess Extremities, Assess Head, Neurologic Exam Record",5,75,FALSE,5,3,TRUE,10,"6, 8, 6, 6, 10","3, 2, 3, 3, 3",3,5,TRUE,Not Provided,0.4458,0,5,1,0.0625,0.2,1,6,4,0,0
879,khr382,5,3,Testing,GUILLAINBARRE SYNDROME,2,0,2,0,2,10,0.2,"ECG, UREA and Electrolytes",5,76,FALSE,5,3,TRUE,10,"6, 8, 6, 6, 10","3, 2, 3, 3, 3",3,5,TRUE,"urgent head ct
300mg aspirin
bp maintenance",0.371783333,0,5,1,0.0576,0.2,1,6,4,0,0
880,khr382,6,1,Patient History,TEMPORAL ARTERITIS,6,0,6,0,6,6,1,"Allergies, Medication, Family History, Social History, Past Medical History, Present Illness History",3,50,FALSE,5,3,TRUE,8,"8, 7, 6","3, 1, 2",3,3,TRUE,Not Provided,0.6308,0,3,0,0.25,-0.333333333,0,0,0,0,0
881,khr382,6,2,Physical Exmination,TEMPORAL ARTERITIS,6,0,6,0,6,13,0.461538462,"Measure Temperature, Assess Extremities, Auscultate Lungs, Auscultate the Heart, Abdomen Examination, Rectal Examination",3,63,FALSE,5,3,TRUE,9,"8, 9, 6","3, 1, 2",1,3,TRUE,Not Provided,0.626633333,0,3,0,0.3969,-0.333333333,0,0,0,0,0
882,khr382,6,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"CRP and ESR, Abdominal CT Scan",3,61,FALSE,5,3,TRUE,10,"8, 10, 6","3, 1, 2",1,3,TRUE,Not Provided,0.360416667,0,3,0,0.3721,-0.333333333,0,0,0,0,0
883,kqzd96,1,1,Patient History,TEMPORAL ARTERITIS,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Social History, Family History, Allergies",3,53,FALSE,4,2,FALSE,9,"7, 9, 4","2, 1, 2",1,2,FALSE,Not Provided,1.061183333,0,3,0,0.2809,-0.333333333,0,0,0,0,0
884,kqzd96,1,2,Physical Exmination,TEMPORAL ARTERITIS,16,0,14,1,13,13,1,"Auscultate Lungs, NeckThroat Examination, Take Pulse, Auscultate the Heart, Assess Eyes, Measure Blood Pressure, Measure Temperature, Abdomen Examination, Assess Extremities, Assess Respiratory Rate, Neurologic Exam Record, Assess Head, Rectal Examination, Present Illness History",10,78,FALSE,4,2,FALSE,10,"7, 9, 4, 5, 4, 3, 4, 7, 2, 10","2, 1, 2, 2, 1, 1, 2, 2, 1, 2",2,5,TRUE,Not Provided,2.2419,0,10,1,0.0484,0.1,1,10,3,1,10
885,kqzd96,1,3,Testing,TEMPORAL ARTERITIS,1,0,1,0,1,10,0.1,CRP and ESR,10,75,FALSE,4,2,FALSE,10,"7, 9, 4, 5, 4, 3, 4, 7, 2, 10","2, 1, 2, 2, 1, 1, 2, 2, 1, 2",2,5,TRUE,"Admit
Transfuse 
High dose steroids  High dose IV PPI 
Temporal artery biopsy 
Rheumatology review ",0.156833333,0,10,1,0.0625,0.1,1,10,3,1,10
886,kqzd96,2,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Social History, Family History, Medication, Allergies",3,56,FALSE,3,2,FALSE,7,"7, 2, 6","2, 1, 2",2,2,FALSE,Not Provided,0.772383333,0,3,1,0.1936,0.333333333,1,7,3,1,7
887,kqzd96,2,2,Physical Exmination,GUILLAINBARRE SYNDROME,6,0,6,0,6,13,0.461538462,"Neurologic Exam Record, Assess Extremities, Take Pulse, Assess Eyes, Measure Temperature, NeckThroat Examination",3,74,FALSE,3,2,FALSE,7,"7, 2, 6","2, 1, 2",2,2,FALSE,Not Provided,1.103116667,0,3,1,0.0676,0.333333333,1,7,3,1,7
888,kqzd96,2,3,Testing,GUILLAINBARRE SYNDROME,6,0,6,0,6,10,0.6,"CRP and ESR, Urine Dipstick, ECG, Venous Blood Gas, Abdominal CT Scan, FBC",3,69,FALSE,3,2,FALSE,7,"7, 2, 6","2, 1, 2",2,2,FALSE,"Admit
IVIG 
plasmapharesis ",1.160566667,0,3,1,0.0961,0.333333333,1,7,3,1,7
889,kqzd96,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Social History, Family History, Allergies",4,59,FALSE,9,2,FALSE,8,"4, 8, 2, 7","2, 2, 2, 2",2,2,FALSE,Not Provided,1.880916667,0,4,1,0.1681,0.25,1,2,3,0,0
890,kqzd96,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,10,0,10,1,9,13,0.692307692,"Assess Extremities, Measure Temperature, Neurologic Exam Record, Allergies, Assess Eyes, Assess Head, Take Pulse, Abdomen Examination, Auscultate the Heart, Auscultate Lungs",6,72,FALSE,9,2,FALSE,8,"4, 8, 2, 7, 7, 6","2, 2, 2, 2, 2, 2",2,4,TRUE,Not Provided,1.701916667,0,6,1,0.0784,0.166666667,1,2,3,0,0
891,kqzd96,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,9,0,9,0,9,10,0.9,"CRP and ESR, ECG, FBC, UREA and Electrolytes, Abdominal CT Scan, Other Biochemistry Tests, Urine Dipstick, Chest XRay, Clotting Test",9,66,FALSE,9,2,FALSE,8,"4, 8, 2, 7, 7, 6, 6, 3, 6","2, 2, 2, 2, 2, 2, 0, 0, 0",2,6,TRUE,Not Provided,1.910833333,0,9,1,0.1156,0.111111111,1,2,3,0,0
892,kqzd96,4,1,Patient History,ULCERATIVE COLITIS,2,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",3,68,FALSE,2,2,FALSE,8,"8, 4, 7","2, 1, 2",2,2,FALSE,Not Provided,0.52425,0,3,1,0.1024,0.333333333,1,8,3,1,8
893,kqzd96,4,2,Physical Exmination,ULCERATIVE COLITIS,5,0,5,0,5,13,0.384615385,"Abdomen Examination, Measure Temperature, Measure Blood Pressure, Rectal Examination, Take Pulse",3,69,FALSE,2,2,FALSE,8,"8, 4, 7","2, 1, 2",2,2,FALSE,Not Provided,0.634166667,0,3,1,0.0961,0.333333333,1,8,3,1,8
894,kqzd96,4,3,Testing,ULCERATIVE COLITIS,2,0,2,0,2,10,0.2,"Abdominal CT Scan, FBC",3,74,FALSE,2,2,FALSE,8,"8, 4, 7","2, 1, 2",2,2,FALSE,"Admit 
IV antibiotics 
Possibly steroids if not settling despite antibiotics 
Might require IP colonoscopysigmoidoscopy if still does not resolve ",4.175766667,0,3,1,0.0676,0.333333333,1,8,3,1,8
895,kqzd96,5,1,Patient History,AORTIC DISSECTION,5,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",1,86,FALSE,4,1,FALSE,8,8,1,1,1,FALSE,Not Provided,2.175433333,0,1,0,0.7396,-1,0,0,0,0,0
896,kqzd96,5,2,Physical Exmination,AORTIC DISSECTION,5,0,5,0,5,13,0.384615385,"Auscultate the Heart, Take Pulse, Measure Blood Pressure, Assess Extremities, Assess Eyes",2,66,FALSE,4,2,FALSE,8,"8, 6","1, 2",1,2,FALSE,Not Provided,0.4815,0,2,1,0.1156,0.5,1,6,3,0,0
897,kqzd96,5,3,Testing,AORTIC DISSECTION,2,0,2,0,2,10,0.2,"ECG, Chest XRay",2,71,FALSE,4,2,FALSE,8,"8, 6","1, 2",1,2,FALSE,"Cardio review
diuresis 
daily weight 
daily UEs whilst on diuresis 
BP control 
beta blockers (as long as not asthmtic)  
no ACEi",0.312333333,0,2,1,0.0841,0.5,1,6,3,0,0
